	en	pl	de	fr	zh	pt	ru	es
MidwayObj2	The base at Midway will communicate their urgent needs as the battle progresses—pay attention to their instructions and respond to them promptly.	Baza na Midway będzie informować o swoich pilnych potrzebach w miarę postępu bitwy - zwracaj uwagę na ich instrukcje i odpowiadaj na nie niezwłocznie.	Der Stützpunkt auf Midway wird über seine dringende Bedürfnisse im Laufe der Schlacht informieren - achte auf seine Anweisungen und beantworte sie unverzüglich.	La base Midway communiquera ses besoins urgents au fur et à mesure que la bataille progresse - suivez leurs instructions et répondez immédiatement.	中途岛基地会随着战斗的进行传达他们的紧急需求  ——  注意他们的指示并及时响应。	A base em Midway vai informar sobre as suas necessidades à medida que progride o combate. Ponha atenção sobre as suas instruções e responda sem demora.	База на Мидуэе будет сообщать о своих срочных потребностях по ходу сражения – обращайте внимание на их указания и незамедлительно отвечайте.	La base de Midway le estará informando sobre sus necesidades urgentes conforme se vaya desarrollando el combate: preste atención a sus instrucciones y responda de manera inmediata.
PhilipineDesc	The struggle for dominance in the Solomon Islands continues. Japan’s ongoing occupation of Guadalcanal and other nearby islands remains a serious impediment to stopping their advance. If we can recapture Guadalcanal, and consolidate the Allies’ position throughout the archipelago, we will secure a foothold from which to storm the major Japanese base on New Britain. Your part in this campaign is to destroy key elements of Japan’s facilities on the island—its barracks and bunker system—and sink enemy vessels in the region.	Walka o dominację na Wyspach Salomona trwa nadal. Trwająca okupacja Guadalcanal i innych pobliskich wysp przez Japonię stanowi poważną przeszkodę w powstrzymaniu jej postępów. Jeśli uda nam się odzyskać Guadalcanal i umocnić pozycję aliantów na całym archipelagu, zapewnimy sobie oparcie, z którego będziemy mogli przypuścić szturm na główną japońską bazę na New Britain. Waszą rolą w tej kampanii jest zniszczenie kluczowych elementów japońskiego zaplecza na wyspie - koszar i systemu bunkrów - oraz zatopienie wrogich okrętów w tym regionie.	Der Kampf um die Domination auf den Salomonen dauert an. Die Besatzung von Guadalcanal und von anderen benachbarten Inseln durch Japan stellt ein ernstes Hindernis dar, seine Fortschritte zu unterbinden. Wenn es uns gelingt, Guadalcanal zu erobern und die Position der Verbündeten auf dem gesamten Archipel zu verstärken, wird es uns helfen, den Hauptstützpunkt der Japaner in New Britain anzugreifen. Eure Rolle in dieser Kampagne ist die Zerstörung der wichtigsten Elemente der japanischen Base auf der Insel - Kaserne und Bunkersystem - und die Versenkung der feindlichen Schiffe in dieser Region.	La lutte pour la domination dans les îles Salomon se poursuit. L’occupation japonaise de Guadalcanal et d’autres îles voisines est un obstacle majeur à l’arrêt de cette occupation. Si nous réussissons à récupérer Guadalcanal et à renforcer la position des alliés dans tout l’archipel, nous assurerons un soutien depuis lequel nous pourrons lancer une attaque contre la principale base japonaise de New Britain. Votre rôle dans cette campagne consiste à détruire les les plus importants éléments de l’infrastructure japonais sur l’île - les casernes et le système de bunkers - ainsi de faire couler les navires ennemis dans la région.	在所罗门群岛争夺主导地位的斗争仍在继续。 日本对瓜达尔卡纳尔岛和其他附近岛屿的持续占领是阻止他们前进的严重障碍。 如果我们能够重新夺回瓜达尔卡纳尔岛， 并巩固盟军在整个群岛的阵地， 我们将获得一个立足点， 从而突袭日本在新不列颠的主要基地。 你在这场战役中的角色是摧毁日本在岛上的设施  ——  军营和掩体系统  ——  并击沉该地区的敌舰。	A luta pela dominação das Ilhas de Salomão ainda não terminou. A ocupação de Guadalcanal e outras ilhas na zona está a ser realizada pelo Japão, o que faz difícil que se pare a sua expansão. Se conseguirmos retomar Guadalcanal e reforçar a posição dos aliados em todo o arquipélago, ganharemos um apoio com o que poderemos atacar a base japonesa principal em New Britain. O nosso papel nesta campanha é destruir os elementos principais das instalações japonesas na ilha: o quartel e o sistema de bunkers, além de afundar os navios inimigos na zona.	Борьба за господство на Соломоновых островах продолжается. Продолжающаяся оккупация Гуадалканала и других близлежащих островов Японией является серьезным препятствием для остановки ее продвижения. Если нам удастся вернуть контроль над Гуадалканалом и укрепить позиции союзников по всему архипелагу, мы обеспечим себе поддержку, с которой сможем начать штурм главной японской базы на Новой Британии. Ваша роль в этой кампании – уничтожение ключевых элементов японских объектов на острове – казарм и системы бункеров, а также потопление вражеских судов в этом регионе.	La lucha por la dominación en las Islas de Salomón continúa. La ocupación japonesa de Guadalcanal y todas islas cercanas es un obstáculo importante para nosotros. Si conseguimos restablecer el control sobre Guadalcanal y reforzar nuestra posición en todo el archipiélago, nos garantizaremos una base desde la que podremos atacar la base japonesa principal en New Britain. Un objetivo importante en esta campaña es destruir los elementos principales de las instalaciones japonesas en la isla: los cuarteles y el sistema de búnkers, así como ahogar los buques enemigos en esa región.
PhilipineName	Groundwork	Prace przygotowawcze	Vorbereitende Arbeiten	Travaux préparatoires	基础工作	Trabalhos de preparação	Подготовительные работы	Trabajos de preparación
PhilipineObj1	Clear the way for the Allied offensive on Guadalcanal by destroying key Japanese military buildings on the island.	Oczyść drogę dla alianckiej ofensywy na Guadalcanal niszcząc kluczowe budynki wojskowe Japonii na wyspie.	Mache den Weg für die Offensive der Verbündeten auf Guadalcanal frei und zerstöre die wichtigsten militärischen Bauten Japans auf der Insel.	Dégagez la voie pour l’offensive des alliés sur Guadalcanal en détruisant les principaux bâtiments militaires japonais sur l’île.	通过摧毁岛上的主要日本军事建筑， 为盟军在瓜达尔卡纳尔岛的进攻扫清道路。	Abra o caminho para a ofensiva japonesa em Guadalcanal destruindo os edifícios militares principais japoneses na ilha.	Расчистите путь для наступления союзников на Гуадалканал, уничтожая ключевые военные строения Японии на острове.	Limpie el camino para la ofensiva aliada a Guadalcanal destruyendo los edificios principales de Japón en la isla.
PhilipineObj2	Ensure the Allied troopships’ safe arrival on the island by locating and sinking enemy vessels in the surrounding waters.	Zapewnij bezpieczne dotarcie alianckich okrętów na wyspę, lokalizując i zatapiając wrogie jednostki na okolicznych wodach.	Sorge für die sichere Ankunft der alliierten Schiffe auf die Insel, indem du die feindlichen Einheiten auf den benachbarten Gewässern ortest und versenkst.	Veillez à ce que les navires alliés arrivent sur l’île en toute sécurité et localisant et faisant couler les unités ennemies dans les eaux environnantes.	通过在周围水域定位和击沉敌舰， 确保盟军军舰安全抵达该岛。	Garante uma chegada segura dos navios aliados à ilha localizando e afundando as unidades inimigas nas águas da zona.	Обеспечьте безопасное прибытие кораблей союзников на остров, обнаруживая и потопляя вражеские суда в окрестных водах.	Proteja la llegada de los buques aliados a la isla localizando y ahogando las unidades enemigas en las aguas colindantes.
RescueDesc	We’re sending you on a rescue mission. A small US fleet on a scouting mission near the Philippines was detected by the enemy; by night, the Imperial Japanese Navy sent in a large fleet and overwhelmed our guys. They didn’t stand a chance. Our fleet was almost entirely destroyed, but a few ships managed to flee. You must head over there and rescue the survivors. Be on the lookout for hostile forces that might have remained in the vicinity.	Wysyłamy was na misję ratunkową. Mała amerykańska flota, która przeprowadzała misję zwiadowczą w pobliżu Filipin, została wykryta przez wroga. W nocy Cesarska Japońska Marynarka Wojenna wysłała dużą flotę i obezwładniła naszych chłopaków. Nie mieli żadnych szans. Nasza flota została prawie całkowicie zniszczona, ale kilka statków zdołało uciec. Musisz się tam udać i uratować tych, którzy przeżyli. Uważaj na wrogie siły, które mogły pozostać w pobliżu.	Wir schicken euch auf eine Rettungsmission. Die kleine amerikanische Flotte, die eine Erkundungsmission in der Nähe von Philippinen durchführte, wurde durch den Feind entdeckt. In der Nacht hat die Kaiserliche Japanische Kriegsmarine eine große Flotte geschickt und unsere Jungs geschlagen. Sie hatten keine Chance. Unsere Flotte wurde fast komplett zerstört, aber einige Schiffe konnten sich entfernen. Du musst dich dorthin begeben und diejenigen, die überlebten, retten. Achte auf die feindlichen Kräfte, die sich vielleicht in der Nähe aufhalten.	Nous cous envoyons à la mission de secours. Une petite flotte américaine, qui était en mission de reconnaissance près des Philippines, a été détectée par l’ennemi. Pendant la nuit, la Marine Impériale Japonaise a envoyé une grande flotte et a capturé nos gars. Ils n’avaient pas la moindre chance. Notre flotte a été presque entièrement détruite mais quelques navires ont réussi à s’y échapper. Vous devez y aller et sauver ceux qui ont survécu. Faites attention aux forces ennemies qui y ont pu rester.	我们派你去执行救援任务。 一支在菲律宾附近执行侦察任务的美国小型舰队被敌人发现； 到了晚上， 日本帝国海军派出了一支庞大的舰队， 压制了我们的人。 他们没有机会获胜， 我们的舰队几乎完全被摧毁， 但有几艘船逃走了。 你必须前往那里拯救幸存者， 并留意可能留在附近的敌对势力。	Enviamos uma missão de resgate para vocês. Uma pequena frota americana que realizou uma missão de reconhecimento das proximidades das Filipinas foi detetada pelo inimigo. À noite a Marinha Imperial Japonesa enviou uma fronta grande que nocauteou os nossos rapazes. Não tiveram nenhuma chance. A nossa frota ficou quase totalmente destruída, mas alguns navios conseguiram fugir. Tem de ir até lá e salvar os que sobreviveram. Cuidado com as forças inimigas que podem permanecer na zona.	Отправляем Вас на спасательную миссию. Небольшой американский флот, который проводил разведывательную миссию вблизи Филиппин, был обнаружен противником. Ночью Императорский флот Японии отправил большой флот и нанес поражение нашим парням. У нас не было шансов. Наш флот был почти полностью уничтожен, но нескольким кораблям удалось спастись. Вы должны отправиться туда и спасти выживших. Остерегайтесь вражеских сил, которые могли остаться поблизости.	Os enviamos a una misión de rescate. Una pequeña flota estadounidense ha realizado una misión de reconocimiento en las proximidades de Filipinas y ha sido detectada por el enemigo. Por la noche, la Marina Imperial Japonesa envió una gran flota y derrotó a los nuestros. No se pudieron salvar. Nuestra flota ha sido destruida casi por completo, pero algunos buques han conseguido escaparse. Tiene que ir allí y salvar a los que han sobrevivido. Cuidado con las fuerzas enemigas, que habrán podido permanecer por allí.
RescueName	Survivors	Ocaleni	Überlebende	Survivants	幸存者	Sobreviventes	Выжившие	Los sobrevivientes
RescueObj1	Send out reconnaissance missions to locate survivors from the US fleet and rescue them.	Wyślij misje zwiadowcze, aby zlokalizować ocalałych z floty USA i uratować ich.	Entsende Erkundungsmissionen, um die Überlebenden der USA-Flotte zu orten und zu retten.	Envoyez les missions de reconnaissance afin de localiser les survivants de la flotte américaine et les sauver.	下达侦察任务， 从美国舰队中找到幸存者并营救他们。	Envie uma missão de reconhecimento para detetar e salvar os sobreviventes da frota americana.	Отправьте разведывательные миссии, чтобы найти выживших из флота США и спасти их.	Envíe misiones de reconocimiento para localizar a los salvados de la flota de EEUU y rescatarlos.
RescueObj2	Stay vigilant: enemy forces may still be present in the area.	Zachowaj czujność: w okolicy nadal mogą znajdować się siły wroga.	Sei achtsam: in der Nähe können sich immer noch die feindlichen Kräfte befinden.	Restez vigilants, il peut y avoir des forces ennemies.	保持警惕：敌军可能仍然存在于该地区。	Tenha cautela: na zona ainda podem permanecer forças inimigas.	Сохраняйте бдительность: поблизости все еще могут находиться вражеские силы.	Mantenga cuidado: en la zona pueden permanecer fuerzas del enemigo.
RescueObj3	You can also hunt down and destroy the enemies responsible for the destruction.	Możesz również polować na wrogów odpowiedzialnych za zniszczenia i niszczyć ich.	Du kannst auch die Feinde aufspüren, die für die Zerstörungen verantwortlich sind, und sie zu vernichten.	Vous pouvez également pourchasser les ennemis responsables des dégâts et les anéantir.	您还可以追捕并摧毁敌人。	Também pode caçar os inimigos responsáveis pela destruição.	Вы также можете выслеживать врагов, ответственных за разрушения, и уничтожать их.	También puede cazar a los enemigos responsables por la destrucción y aniquilarlos.
SantaDesc	Truk Atoll remains an important Pacific stronghold of the Imperial Japanese Navy; it is strategically well-located for their naval shipping operations and has been thoroughly fortified with airfields and artillery. Destroying the enemy’s bases on the islands would sever a key link in their maritime network. Your role in the raid on Truk is to support the advancing Allied fleet, taking out Japan’s coastal artillery while fending off patrolling enemies.	Atol Truk nadal stanowi ważną fortecę dla japońskiej marynarki; strategicznie jest doskonale położony dla ich operacji transportowych i został starannie wzmocniony lotniskami i artylerią. Zniszczenie baz wroga na wyspach rozerwałoby łańcuch morski ich marynarki. Twoją rolą w najeździe jest wspieranie nadchodzącej alianckiej floty, jednocześnie niszcząc nabrzeżną artylerię Japonii i odpieranie patroli wroga.	Das Atoll Chuuk stellt immer noch eine wichtige Festung für die japanische Marine dar, es ist strategisch hervorragend für ihre Transportoperationen gelegen und wurde mit Flughäfen und Artillerie verstärkt. Die Zerstörung der feindlichen Stützpunkte würde die Lieferkette für ihre Marine brechen. Deine Rolle im Angriff ist die Unterstützung der ankommenden verbündeten Flotte, die Zerstörung der Küstenartillerie Japans und die Abwehr der feindlichen Patrouillen.	L’atoll Chuuk est toujours une forteresse de la marine japonaise ; du point de vue stratégique, sa position est idéale pour leurs opérations de transport et sera renforcée par des aérodromes et de l’artillerie. La destruction des bases ennemies sur les îles détruirait la chaîne maritime de leur marine. Votre tâche lors de cette invasion consiste à soutenir la flotte alliée s’approchant tout en détruisant l’artillerie côtière japonaise et en repoussant l’ennemi.	特鲁克环礁仍然是日本帝国海军在太平洋的重要据点； 它的战略位置优越， 利于他们的海军运输业务， 并已被附近的机场和大炮彻底强化。 摧毁这些岛屿上的敌人基地将切断他们海上网络的一个关键环节。 你在突袭特鲁克中的角色是位前进的盟军舰队提供支援， 消灭日本的沿海炮兵， 同时抵御巡逻的敌人。	O atol de Truk é uma importante fortaleza da marinha japonesa. A sua localização é estrategicamente perfeita para as suas operações de transporte e foi cuidadosamente fortalecida com aeroportos e artilharia. A destruição da base do inimigo nas ilhas permitiria quebrar a cadeia da sua marinha. O papel da sua frota na invasão é apoiar a frota aliada a atacar destruindo ao mesmo tempo a artilharia costeira do Japão e combater as patrulhas do inimigo.	Атолл Трук по-прежнему является важной крепостью для японского флота; стратегически он идеально расположен для их транспортных операций и тщательно укреплен аэродромами и артиллерией. Уничтожение вражеских баз на островах разорвало бы морскую цепь их флота. Вашей ролью в наступлении является поддержка приближающегося союзного флота, и вместе с тем уничтожение береговой артиллерии Японии и оттеснение вражеских патрулей.	El atol de Truk es una importante fortaleza de la marina japonesa. Está localizado de una manera perfecta desde el punto de vista estratégico y ha sido cuidadosame reforzado con aeropuertos y artillería. La destrucción de las bases del enemigo en las islas rompería la cadena de su marina. Su papel en la invasión consiste en apoyar a la flota aliada que está por venir, destruir la artillería costera de Japón y combatir las patrullas del enemigo.
SantaName	Gibraltar of the Pacific	Gibraltar na Pacyfiku	Gibraltar in Pazifik	Gibraltar dans le Pacifique	太平洋直布罗陀	O Gibraltar do Pacífico	Гибралтар в Тихом океане	El Gibraltar del Pacífico
SantaObj1	Provide air support for the Allied fleet as it advances on Truk Atoll.	Zapewnij wsparcie lotnicze dla floty alianckiej podczas jej działań na atolu Truk.	Sorge für Luftunterstützung für die alliierte Flotte während ihrer Fortschritte auf Atoll Chuuk.	Assures un soutien aérien à la flotte alliée lors de ses opérations dans l’atoll Chuuk.	为盟军舰队在特鲁克环礁推进时提供空中支援。	Organize um apoio aéreo para a frota aliada no seu progresso do atol de Truk.	Обеспечьте поддержку с воздуха для союзного флота во время его операции на атолле Трук.	Organice un apoyo aéreo para la flota aliada durante sus acciones en el atol de Truk.
SantaObj2	Clear the way for our raid by destroying Japan’s cannons on the island.	Oczyść drogę dla naszego nalotu, niszcząc japońskie działa na wyspie.	Mache den Weg für unseren Angriff frei und zerstöre die japanischen Geschütze auf der Insel.	Dégagez la voie pour notre raid aérien en détruisant les canons japonais sur l’île.	摧毁日本在岛上的大炮， 为我们的突袭扫清道路。	Limpe o caminho para o nosso atol destruindo os canhões japoneses na ilha.	Расчистите путь для нашего авиаудара, уничтожая японские орудия на острове.	Limpie el camino para nuestro ataque aéreo destruyendo los cañones japoneses en la isla.
SantaObj3	You can also help the Allied offensive by destroying the enemy’s cargo ships in Truk’s harbor.	Możesz również wspomóc ofensywę aliantów niszcząc statki towarowe wroga w porcie Truk.	Du kannst auch die Offensive der Alliierten unterstützen, indem du die Warenschiffe des Feindes in dem Hafen Chuuk zerstörst.	Vous pouvez également soutenir l’offensive des alliés en détruisant les navires de transport ennemis dans le port de Chuuk.	您还可以通过在特鲁克港口摧毁敌人的货船来帮助盟军的进攻。	Também pode ajudar a ofensiva aliada destruindo os navios de carga do inimigo no porto de Truk.	Вы также можете оказать поддержку наступлению союзников, уничтожая грузовые корабли врага в порту Трук.	También puede apoyar la ofensiva de los aliados destruyendo los buques de transporte del enemigo en el puerto de Truk.
SavoDesc	We were caught off guard. The Japanese navy launched a surprise attack on our forces in the Solomons—a devastating night raid, running on till morning. Task Force 62, one of our carrier groups stationed near Savo Island, is under threat, and your support is crucial. A defeat at this point could severely set back our campaign to recapture the Solomon Islands. Join the counter-offensive and defend our fleet from the Japanese assault.	Zostaliśmy zaskoczeni. Japońska marynarka rozpoczęła niespodziewany atak na nasze siły na Salomonach - niszczycielski nocny nalot, który trwał do rana. Grupa Zadaniowa 62, jedna z naszych grup lotniskowców stacjonujących w pobliżu wyspy Savo, jest zagrożona -  wasze wsparcie jest kluczowe. Porażka w tym momencie może poważnie opóźnić naszą kampanię odzyskania Wysp Salomona. Przyłączcie się do kontrofensywy i obrońcie naszą flotę przed japońskim atakiem.	Wir wurden überrascht. Die japanische Marine startete einen unerwarteten Angriff auf unsere Kräfte auf den Salomonen - ein zerstörerischer Nachtluftangriff, der bis zum Morgengrauen dauerte. Task Force 62, eine unserer Flugzeugträgergruppen, die in der Nähe der Insel Savo stationieren, ist in Gefahr - eure Unterstützung ist sehr wichtig. Eine Niederlage zu diesem Zeitpunkt kann unsere Kampagne, die Salomonen zurückzuerobern, erheblich verspäten. Schließt euch dem Gegenangriff an und verteidigt unsere Flotte vor dem japanischen Angriff.	On nous a surpris. La marine japonaise a lancé une attaque surprise sur nos forces sur les Îles Salomon - un raid aérien nocturne dévastateur a duré jusqu’au matin. Task Force 62, un de nos groupes de porte-avions stationné près de l’île Savo est en danger - votre soutien est crucial. Un échec pourrait sérieusement retarder notre campagne de récupération des Îles Salomon. Rejoignez la contre-offensive et défendez notre flotte contre l’attaque japonaise.	他门打了个我们措手不及。 日本海军对我们在所罗门群岛的部队发动了突然袭击  ——  这是一场毁灭性的夜袭， 一直持续到早上。 我们驻扎在萨沃岛附近的航母大队之一第 62 特遣队正面临威胁， 您的支援至关重要。 在这一点上的失败可能会严重挫败我们重新夺回所罗门群岛的战略。 加入反攻， 保卫我们的舰队免受日本人的攻击。	Fomos surpreendidos. A marinha japonesa começou um ataque aéreo inesperado às nossas tropas nas Ilhas de Salomão. Um ataque aéreo noturno destrutor que durou até à manhã. O Task Force 62, uma dos nossos grupos de porta-aviões que estacionam na zona da Ilha de Savo, está em perigo. O seu apoio é essencial. Uma derrota pode abrandar a nossa campanha de recuperação das Ilhas de Salomão. Junte-se à contraofensiva e defenda a nossa frota contra o ataque japonês.	Мы удивлены. Японский флот совершил внезапное нападение на наши силы на Соломоновых островах – разрушительный ночной авиаудар, который продолжался до утра. Оперативная группа 63, одна из наших авианосных групп, размещенных вблизи острова Саво, находится под угрозой – Ваша поддержка имеет ключевое значение. Неудача на этом этапе может серьезно задержать нашу кампанию по восстановлению контроля над Соломоновыми Островами. Присоединитесь к контрнаступлению и защитите наш флот от японского нападения.	Hemos sido sorprendidos La marina japonesa ha comenzado un ataque inesperado a nuestras fuerzas en las Islas de Salomón. Un ataque aéreo nocturno y destructivo que duró hasta la madrugada. El Grupo Especial 62, uno de nuestros grupos de portaaviones que estacionan en las proximidades de la Isla de Savo, está en peligro: vuestro apoyo es crucial. Un fracaso en este momento puede retardar de manera significativa nuestra campaña de recuperación de las Islas de Salomón. Únense a la contraofensiva y defiendan nuestra flota del ataque japonés.
SavoName	Sitting Ducks	Na celowniku	Machtlos	Impuissants	被动	Impotentes	На прицеле	En el punto de la mira
SavoObj1	Task Force 62 is outnumbered; you must provide the group with air support to defend against further Japanese air raids.	Grupa Zadaniowa 62 stawia czoła dużo większym siłom, musisz zapewnić grupie wsparcie z powietrza aby chronić ją przed dalszymi nalotami Japonii.	Task Force 62 bietet die Stirn viel stärkeren Kräften, du musst der Gruppe Luftunterstützung bieten, um sie vor weiteren Luftangriffen Japans zu schützen.	Task Force 62 affronte les forces beaucoup plus puissantes, vous devez assurer un soutien aérien au groupe pour le protéger contre les raids aériens des japonais.	第 62 特遣部队人数不足， 您必须为该小队提供空中支援， 以抵御日本进一步的空袭。	O Task Force 62 faz frente a ataques muito mais potentes. Tem de garantir apoio aéreos ao grupo para protegê-lo contra mais ataques japoneses.	Оперативная группа 62 сталкивается с гораздо большими силами, Вы должны обеспечить группе поддержку с воздуха, чтобы защитить ее от дальнейших авиаударов японцев.	El Grupo Especial 62 está haciendo frente a unas fuerzas mucho más potentes. Tiene que ofrecer al grupo el apoyo desde el aire para protegerlo contra más ataques japoneses.
SavoObj2	You can also help protect our forces in the area by locating and destroying nearby Japanese vessels.	Możesz również pomóc chronić nasze siły w tym rejonie, lokalizując i niszcząc pobliskie japońskie okręty.	Du kannst auch helfen, unsere Kräfte in dieser Region zu schützen, indem du die japanischen Schiffe in der Nähe ortest und zerstörst.	Vous pouvez également aider à défendre nos forces dans cette région en localisant et en détruisant les navires japonais se trouvant à proximité.	您还可以通过定位和摧毁附近的日本船只来帮助保护我们在该地区的部队。	Também pode ajudar a proteger as nossas forças na zona localizando e destruindo os navios japoneses nas proximidades.	Вы можете также оказать помощь в обороне наших сил в этом регионе, определяя местоположение находящихся поблизости японских кораблей и уничтожая их.	También puede ayudar a proteger nuestras fuerzas en la región localizando y destruyendo los buques japoneses que estén cerca.
VeniDesc	The hour had been set for the Allies’ counter-offensive in New Guinea. If we succeed in capturing the enemy’s bases, we can move to clear the Japanese from the island entirely and turn the tide of war in the region. We must first scout the area using aerial photography, identifying the key points of the enemy’s infrastructure; with this information, we can coordinate attacks to weaken their bases before our incoming fleet begins its assault. We must remain undetected during reconnaissance, so as not to alert the enemy of our approach—and when we attack, we must take care to avoid civilian losses.	Nadeszła godzina kontrofensywy aliantów na Nowej Gwinei. Jeśli uda nam się przejąć bazy wroga, będziemy mogli całkowicie usunąć Japończyków z wyspy i odwrócić losy wojny w tym regionie. Musimy najpierw rozpoznać teren za pomocą zdjęć lotniczych, identyfikując kluczowe punkty infrastruktury wroga; mając te informacje, możemy skoordynować ataki w celu osłabienia jego baz, zanim nasza flota rozpocznie atak. Podczas zwiadu musimy pozostać niewykryci, aby nie zaalarmować wroga o naszym zbliżaniu się, a kiedy zaatakujemy, musimy zadbać o to, aby uniknąć strat wśród ludności cywilnej.	Die Stunde des Gegenangriffs der Alliierten auf Neuguinea ist gekommen. Wenn es uns gelingt, die Stützpunkte des Feindes zu übernehmen, werden wir die Japaner aus der Insel verjagen und eine Kriegswende in dieser Region herbeirufen können. Wir müssen zuerst das Terrain mit Hilfe von Luftbildern erkunden, die wichtigsten Punkte der Infrastruktur des Feindes lokalisieren; wenn wir die Informationen haben, können wir die Angriffe koordinieren, um seine Stützpunkte zu schwachen, bevor unsere Flotte mit dem Angriff beginnt. Während der Aufklärung müssen wir unentdeckt bleiben, damit der Feind nicht weiß, dass wir ankommen - und wenn wir angreifen, sollen wir dafür sorgen, dass die zivile Bevölkerung nicht in Mitleidenschaft gezogen wird.	C’est l’heure de la contre-offensive des alliés en Nouvelle-Guinée. Si nous parvenons à prendre le contrôle des bases ennemies, nous serons en mesure d’éliminer complètement les Japonais des îles et d’inverser le cours de la guerre dans la région. Nous devons d’abord procéder à une reconnaissance du territoire avec les photos aérienne, en identifiant les points les plus importants de l’infrastructure de l’ennemi ; grâce à ces informations, nous pouvons coordonner les attaques visant à affaiblir ses bases avant que notre flotte lance une offensive. Lors de la reconnaissance, essayez de rester non détectés afin de ne pas prévenir l’ennemi de notre arrivée, et dès que nous attaquons nous devons veiller à éviter les pertes de la population civile.	盟军在新几内亚的反攻时间已经确定。 如果我们成功占领了敌人的基地， 我们就可以将日本人从岛上彻底清除， 从而扭转该地区的战局。 首先要通过航拍侦察该区域， 确定敌方基础设施的关键位置； 有了这些信息， 我们就可以在即将到来的舰队开始攻击之前协调攻击以削弱他们的基地。 我们必须在侦察过程中保持不被发现， 以免让敌人注意到我们的接近  ——  而且当我们攻击时， 我们必须小心避免平民损失。	Chegou a hora de uma contraofensiva dos aliados na Nova Guiné. Se conseguirmos tomar as bases do inimigo, poderemos eliminar totalmente os japoneses da ilha e mudar a história da guerra nesta região. Primeiro temos de fazer o reconhecimento do terreno com o uso de fotografias aéreas e identificar os pontos essenciais da infraestrutura do inimigo. Com essas informações na mão, poderemos coordenar os ataques para debilitar as bases antes do ataque na nossa frota. Durante a missão de reconhecimento, temos de permanecer sem ser detetados para não alertar o inimigo. Quando atacarmos, teremos de ter cuidado para evitar perdas da população civil.	Настало время контрнаступления союзников на Новую Гвинею. Если нам удастся захватить базы врага, мы сможем полностью оттеснить японцев с острова и переломить ход войны в этом регионе. Сначала мы должны изучить местность с помощью аэрофотосъемки, определяя ключевые точки инфраструктуры врага; имея эту информацию, мы можем координировать атаки с целью ослабления их баз до того, как наш флот начнет наступление. Во время разведки мы должны оставаться незамеченными, чтобы не оповестить противника о нашем приближении, а при наступлении стоит позаботиться о том, чтобы избежать потерь среди гражданского населения.	Ya es hora de comenzar la contraofesiva de los aliados en la Nueva Guinea. Si conseguimos tomar control sobre las bases del enemigo, podremos eliminar a los japoneses de la isla y cambiar la historia de la guerra en esta región. Primero tenemos que reconocer el terreno con el uso de fotografías aéreas identificando los puntos clave de la infraestructura del enemigo. Con esa información en la mano, podremos coordinar los ataques para debilitar sus bases antes de que nuestra flota comience los ataques. Durante la misión de reconocimiento, no podemos ser detectados y, a la hora de acercarnos, tenemos que cuidar por que se eviten pérdidas de la población civil.
VeniName	View from Above	Z lotu ptaka	Ansicht von Oben	Vue d’en haut	侦查	Vista aérea	С высоты птичьего полета	Vista aérea
VeniObj1	Prepare the way for the counter-offensive on New Guinea by bringing down the enemy’s infrastructure on the island.	Zniszcz infrastrukturę przeciwnika, aby umożliwić wojskom lądowym skuteczną kontrofensywę.	Bereite den Weg für den Gegenangriff auf Neuguinea, indem du die feindliche Infrastruktur auf der Insel zerstörst.	Préparez la voie pour la contre-offensive en Nouvelle-Guinée en détruisant l’infrastructure de l’ennemi sur l’île.	通过摧毁岛上敌人的基础设施， 为新几内亚的反攻铺平道路。	Prepare o caminho para uma contraofensiva na Nova Guiné destruindo a infraestrutura no inimigo na ilha.	Уничтожьте инфраструктуру противника, чтобы дать возможность наземным войскам эффективно произвести контрнаступление.	Destruya la infraestructura del enemigo para permitir al ejército terrestre realizar una contraofensiva eficiente.
VeniObj2	Locate and identify Japanese military buildings by sending recon missions to document the bases via aerial photography—and then destroy them.	Zlokalizuj i zidentyfikuj japońskie budynki wojskowe, wysyłając misje rozpoznawcze w celu udokumentowania baz za pomocą zdjęć lotniczych, a następnie zniszcz je.	Lokalisiere und identifiziere die japanischen Militärgebäude, indem du Aufklärungsmissionen schickst, um die Stützpunkte mit Hilfe von Luftbildern zu dokumentieren, anschließend zerstöre sie.	Localisez et identifiez les bâtiments militaires japonais en envoyant des missions de reconnaissances visant à documenter les bases avec les photos aériennes et ensuite détruisez-les.	通过下达侦察任务并航空摄影敌方基地位置来定位和识别日本军事建筑， 然后摧毁它们。	Localize e identifique os edifícios militares japoneses enviando missões de reconhecimento para documentar as bases com fotografias aéreas e depois destruí-las.	Найдите и идентифицируйте японские военные строения, отправляя разведывательные миссии для документирования баз с помощью аэрофотосъёмки, а затем уничтожьте их.	Localice e identifique los edificios militares japoneses enviando misiones de reconocimiento para documentar las bases con el uso de fotografías aéreas y después destrúyalas.
