	en	pl	de	fr	zh	pt	ru	es
M4.3O1D	Protect the Allied strike group from enemy attacks as it advances on Truk Atoll.	Osłaniaj aliancką grupę uderzeniową przed atakami wroga, gdy ta posuwa się w kierunku atolu Truk.	Beschütze die Sturmgruppe der Verbündeten vor den feindlichen Angriffen, während sie sich in Richtung von Atoll Chuuk bewegt.	Défendez le groupe aéronaval allié contre les attaques ennemies quand il se déplace vers l’atoll Chuuk.	保护盟军攻击群在特鲁克环礁前进时免受到敌人的攻击。	Proteja o grupo de ataque aliado contra os ataques do inimigo quando ela estiver a progredir em direção ao Atol  de Truk.	Защитите ударную группу союзников от вражеских наступлений во время ее продвижения по направлению к атоллу Трук.	Defienda el grupo de ataque aliado contra los ataques del enemigo cuando ésta se esté aproximando al atol de Truk.
M4.3O2	Destroy enemy cannons on the islands	Zniszcz działa wroga na wyspach.	Zerstöre die Geschütze des Feindes auf den Inseln.	Détruisez les canons de l’ennemi sur les îles.	摧毁岛上的敌人大炮	Destrua todos os canhões do inimigo das ilhas.	Уничтожьте артиллерийские орудия врага на островах.	Destruya los cañones del enemigo en las islas.
M4.3O2D	You must destroy Japan’s coastal artillery installed on Truk Atoll.	Musisz zniszczyć japońską artylerię nadbrzeżną znajdującą się na atolu Truk.	Du musst die japanische Küstenartillerie auf Atoll Chuuk zerstören.	Vous devez détruire l’artillerie côtière japonaise installée dans l’atoll Chuuk.	你必须摧毁安装在特鲁克环礁上的日本沿海火炮。	Tem de destruir a artilharia costeira japonesa instalada no atol de Truk.	Вы должны уничтожить японскую береговую артиллерию, находящуюся на атолле Трук.	Tiene que destruir la artillaría costera que se encuentra en el atol de Truk.
M4.3O3	(Optional) Defend USS Aspro	[Opcjonalnie] Broń USS Aspro.	[Optional] Verteidige USS Aspro	[EN option] Défendez USS Aspro	 [可选] 保卫盟军潜艇	[Opcionalmente] Defenda o USS Aspro	[Необязательно] Защищайте USS Aspro.	[Opcionalmente] Defienda el USS Aspro.
M4.3O3D	Optionally, you can help prevent the pursuing enemy from sinking our submarine.	Opcjonalnie możesz pomóc zapobiec zatopieniu naszej łodzi podwodnej przez ścigającego wroga.	Du kannst optional helfen, die Versenkung unseres U-Boots durch den Feind zu vermeiden.	En option vous pouvez aider à empêcher le naufrage du sous-marin par l’ennemi pourchassé.	或者， 您可以提供空中支援以防止追击的敌人击沉盟军潜艇。	Opcionalmente, pode ajudar a evitar a destruição do nosso submarino contra o inimigo que o está a perseguir.	По желанию Вы можете помочь избежать потопления нашей подводной лодки преследующим врагом.	Opcionalmente, puede ayudar a evitar que nuestro submarino sea destruido por el enemigo que le está persiguiendo.
M4.3O4	(Optional) Sink the enemy supply fleet	[Opcjonalnie] Zatop flotę zaopatrzeniową wroga.	[Wahlweise] Versenke die Versorgungsflotte des Feindes	[En option] Faites couler la flotte d’approvisionnement.	 [可选] 击沉敌军补给舰队	[Opcionalmente] Destrua a frota de abastecimento do inimigo.	[Необязательно] Потопите вражеский флот снабжения.	[Opcional] Hunda la flota de suministro del enemigo.
M4.3O4D	Optionally, you can attack and destroy Japanese cargo ships in Truk Atoll’s harbor.	Opcjonalnie możesz zaatakować i zniszczyć japońskie statki towarowe w porcie na Atolu Truk.	Du kannst wahlweise die japanischen Warenschiffe im Hafen auf Atoll Chuuk angreifen und zerstören.	En option, vous pouvez attaquer et détruire les navires cargo japonais au port dans l’atoll Chuuk.	或者， 您可以攻击和摧毁特鲁克环礁港口的日本货船。	Opcionalmente, pode atacar e destruir os navios de abastecimento japoneses no porte no Atol de Truk.	По желанию Вы можете атаковать и уничтожить японские грузовые судна в порту на атолле Трук.	Opcionalmente, puede atacar y destruir los buques japoneses de transporte en el Atol de Truk.
M4.4O1	Destroy military buildings on Guadalcanal (0/2)	Zniszcz budynki wojskowe na Guadalcanal [0/2].	Zerstöre die militärischen Gebäude auf Guadalcanal [0/2]	Détruisez la bâtiments militaires sur Guadalcanal [0/2]	摧毁瓜达尔卡纳尔岛的军事建筑 [0/2]	Destrua os edifícios militares em Guadalcanal [0/2]	Уничтожьте военные здания на Гуадалканале [0/2].	Destruya los edificios militares en Guadalcanal [0/2].
M4.4O1D	Destroy Japan’s barracks in Marovovo and bunkers near Longu.	Zniszcz japońskie koszary w Marovovie i bunkry w pobliżu Longu.	Zerstöre die japanische Kaserne in Maravovo und die Bunker in der Nähe von Longu.	Détruisez les casernes japonais à Marovovo et les bunkers près de Long.	摧毁日本在马罗沃沃的兵营和隆古附近的掩体。	Destrua o quartel japonês em Marovova e os búnqueres nas proximidades de Longu.	Уничтожьте японские казармы в в Маровове и бункеры рядом с Лонгом.	Destruya los cuarteles japoneses en Marovo y los búnkers en las proximidades de Longu.
M4.4O1.1	Destroy military buildings on Guadalcanal (1/2)	Zniszcz budynki wojskowe na Guadalcanal [2/2].	Zerstöre die militärischen Gebäude auf Guadalcanal [2/2]	Détruisez la bâtiments militaires sur Guadalcanal [2/2]	摧毁瓜达尔卡纳尔岛的军事建筑 [1/2]	Destrua os edifícios militares em Guadalcanal [2/2]	Уничтожьте военные здания на Гуадалканале [2/2].	Destruya los edificios militares en Guadalcanal [2/2].
M4.4O1.2	Destroy military buildings on Guadalcanal (2/2)	Zniszcz budynki wojskowe na Guadalcanal [1/2].	Zerstöre die militärischen Gebäude auf Guadalcanal [1/2]	Détruisez la bâtiments militaires sur Guadalcanal [1/2]	摧毁瓜达尔卡纳尔岛的军事建筑 [2/2]	Destrua os edifícios militares em Guadalcanal [1/2]	Уничтожьте военные здания на Гуадалканале [1/2].	Destruya los edificios militares en Guadalcanal [1/2].
M4.4O2	Prevent the landing of enemy reinforcements (0/3)	Nie pozwól wrogim posiłkom dotrzeć do wyspy [0/3].	Verhindere, dass die feindlichen Verstärkungstruppen die Insel erreichen [0/3]	Empêchez les renfort ennemis d’arriver sur l’île [0/3]	防止敌方增援部队登陆 [0/3]	Não deixe as tropas inimigas atingir a ilha [0/3]	Не дайте вражеским подкреплениям добраться до острова [0/3].	No permita que más tropas aliadas lleguen a las islas [0/3].
M4.4O2.1	Prevent the landing of enemy reinforcements (1/3)	Nie pozwól wrogim posiłkom dotrzeć do wyspy [1/3].	Verhindere, dass die feindlichen Verstärkungstruppen die Insel erreichen [1/3]	Empêchez les renfort ennemis d’arriver sur l’île [1/3]	防止敌人增援部队登陆 [1/3] 	Não deixe as tropas inimigas atingir a ilha [1/3]	Не дайте вражеским подкреплениям добраться до острова [1/3].	No permita que más tropas aliadas lleguen a las islas [1/3].
M4.4O2.2	Prevent the landing of enemy reinforcements (2/3)	Nie pozwól wrogim posiłkom dotrzeć do wyspy [2/3].	Verhindere, dass die feindlichen Verstärkungstruppen die Insel erreichen [2/3]	Empêchez les renfort ennemis d’arriver sur l’île [2/3]	防止敌人增援部队登陆 [2/3]	Não deixe as tropas inimigas atingir a ilha [2/3]	Не дайте вражеским подкреплениям добраться до острова [2/3].	No permita que más tropas aliadas lleguen a las islas [2/3].
M4.4O2.3	Prevent the landing of enemy reinforcements (3/3)	Nie pozwól wrogim posiłkom dotrzeć do wyspy [3/3].	Verhindere, dass die feindlichen Verstärkungstruppen die Insel erreichen [3/3]	Empêchez les renfort ennemis d’arriver sur l’île [3/3]	防止敌人增援部队登陆 [3/3]	Não deixe as tropas inimigas atingir a ilha [3/3]	Не дайте вражеским подкреплениям добраться до острова [3/3].	No permita que más tropas aliadas lleguen a las islas [3/3].
M4.4O2D	Do not let Japanese troopships reach the shores of Guadalcanal.	Nie dopuść, by japońskie okręty wojenne dotarły do wybrzeży Guadalcanal.	Lass nicht zu, dass die japanischen Kriegsschiffe die Küste von Guadalcanal erreichen.	Empêchez les navires japonais d’arriver aux côtes de Guadalcanal.	不要让日本军舰到达瓜达尔卡纳尔海岸。	Não deixe que os navios de guerra japoneses atinjam a costa de Guadalcanal.	Не допустите того, чтобы японские военные корабли добрались до побережья Гуадалканала.	No permita que los buques japoneses lleguen a las costas de Guadalcanal.
M4.4O3	(Optional) Support the Allied fleet in a naval battle	[opcjonalnie] Wesprzyj flotę sojuszniczą w bitwie morskiej.	[Wahlweise] Unterstütze die verbündete Flotte in einer Seeschlacht.	[en option] Soutenez la flotte alliée après la bataille maritime.	 [可选] 在海战中支援盟军舰队	[Opcionalmente] Apoie a frota aliada num combate de mar.	[Необязательно] Окажите поддержку союзному флоту в морском сражении.	[Opcionalmente] Ayude a la flota aliada en un combate marino.
M4.4O3D	Optionally, you can provide air support for an Allied strike group facing off against Japanese vessels nearby.	Opcjonalnie możesz zapewnić wsparcie lotnicze dla alianckiej grupy uderzeniowej walczącej z japońskimi statkami w pobliżu.	Wahlweise kannst du Luftunterstützung für eine Sturmgruppe der Alliierten sichern, die mit japanischen Schiffen in der Nähe kämpft.	En option vous pouvez assurer un soutien aérien au groupe aéronaval allié luttant avec les navires japonais.	或者， 您可以为攻击附近日本船只的盟军攻击群提供空中支援。	Opcionalmente, pode garantir ajuda aérea para um grupo aliado de ataque que está a lutar contra os navios japoneses nas proximidades.	По желанию Вы можете оказать поддержку с воздуха союзной ударной группе, которая сражается с японскими кораблями поблизости.	Opcionalmente, puede ofrecer apoyo aéreo para el grupo de ataque que está combatiendo los buques japoneses en las proximidades.
M4.4O4	(Optional) Sink enemy fleets in the region	[Opcjonalnie] Zatop wrogie floty w regionie.	[Wahlweise] Versenke die feindlichen Flotten in der Region.	[En option] Faites coulez les flottes ennemies dans la région.	 [可选] 击沉区域内的敌方舰队	[Opcionalmente] Destrua as frotas inimigas na região.	[Необязательно] Потопите вражеские флоты в регионе.	[Opcionalmente] Hunda las flotas enemigas en la región.
M4.4O4D	Optionally, you can locate and destroy Japanese vessels in the area.	Opcjonalnie możesz zlokalizować i zniszczyć japońskie okręty w okolicy.	Du kannst wahlweise die japanischen Schiffe in der Region lokalisieren und zerstören.	En option vous pouvez localiser et détruire les navires japonais à proximité.	或者， 您可以找到并摧毁该地区的日本船只。	Opcionalmente, pode localizar e destruir o ataque japonês nas proximidades.	По желанию Вы можете определить местоположение японских кораблей в этом районе и уничтожить их.	Opcionalmente, puede localizar y destruir los buques enemigos en las proximidades.
M15O1	Find & Destroy enemy Fleets	Znajdź i zniszcz wrogie floty	Finde und zerstöre die feindliche Flotte	Retrouvez et détruisez les flottes ennemies.	寻找并摧毁敌方舰队	Encontre e destrua as frotas inimigas	Найдите и уничтожьте вражеские флоты	Encuentre y destruya las flotas enemigas
M15O2	Find & Destroy enemy Fleets	Znajdź i zniszcz wrogie floty	Finde und zerstöre die feindliche Flotte	Retrouvez et détruisez les flottes ennemies.	寻找并摧毁敌方舰队	Encontre e destrua as frotas inimigas	Найдите и уничтожьте вражеские флоты	Encuentre y destruya las flotas enemigas
M15O3	Destroy enemy Base (optional)	Zniszcz wrogą bazę [opcjonalnie]	[Wahlweise] Zerstöre den feindlichen Stützpunkt.	Détruisez la base ennemie [en option]	摧毁敌人基地 [可选] 	Destrua a base inimiga [opcionalmente]	Уничтожьте вражескую базу [необязательно]	Destruya la base enemiga [opcionalmente]
M01O1	Zoom Camera	Przybliż widok kamery	Kameraansicht zoomen	Rapprochez la vue du caméra	缩放相机焦距	Aproxime a vista da sala	Приблизьте вид с камеры	Acerque la vista de cámara
M01O1d	Scroll the mouse wheel to zoom in and out	Przewiń kółkiem myszy by przybliżyć lub oddalić widok	Drehe des Mausrad um die Ansicht zu zoomen	Faites défiler avec le bouton rotatif de la souris pour rapprocher ou éloigner la vue.	滚动鼠标滚轮放大和缩小	Deslizar com a roda do rato para aproximar ou afastar o zoom	Прокрутите колесо мыши, чтобы приблизить и отдалить вид	Deslice la rueda del ratón para acercar o para alejar la vista.
M01O2	Move Camera	Przesuń kamerę	Kamera verschieben	Déplacez la caméra	移动相机	Mover sala	Переместите камеру	Mueva la cámara
M01O2d	Hold RMB, or use WASD to rotate Your camera	Przytrzymaj prawy przycisk myszy lub użyj klawiszy WSAD by obracać kamerą	Halte die rechte Maustaste gedrückt oder nutze die Tasten WASD um die Kamera zu drehen	Appuyez sur le clavier droit de la souris et maintenez ou utilisez les claviers WASD pour faire tourner le caméra.	按住鼠标右键， 或使用WASD旋转你的相机	Mantenha apertado o botão direito do rato ou utilize as teclar WSAD para girar a sala	Зажмите правую кнопку мыши или используйте клавиши WASD для поворота камеры	Mantenga el botón derecho del ratón o utilice las teclas WSAD para girar la cámara
M01O3	Open Tactical Map	Otwórz Mapę Taktyczną	Taktische Karte öffnen	Ouvrez la carte tactique	打开战术地图	Abrir mapa tático	Откройте Тактическую Карту	Abrir Mapa Táctico
M01O3d	Use highlighted button to open the Tactical Map	Użyj podświetlonego przycisku aby otworzyć Mapę Taktyczną	Benutze die beleuchtete Taste um die Taktische Karte zu öffnen	Utilisez le bouton lumineux pour ouvrir la Carte Tactique	点击高亮的按钮打开战术地图	Utilize o botão iluminado para abrir o mapa tático	Используйте выделенную кнопку, чтобы открыть Тактическую Карту.	Utilice el botón iluminado para abrir el Mapa Táctico
M01O4	Set Course	Ustaw kurs	Kurs bestimmen	Fixez le cap	设置路线	Configure trajeto	Установите курс	Configure el rumbo
M01O4d	Set course to Point 4	Ustaw kurs do punktu 4.	Stelle den Kurs zum Punkt 4 ein.	Fixez le cap au point 4.	将路线设置为第 4 点	Configure trajeto até o ponto 4.	Установите курс до пункта 4.	Configure el rumbo hasta el punto 4
M01O5	Close Tactical Map	Zamknij mapę taktyczną.	Taktische Karte schließen	Fermez la carte tactique	关闭战术地图	Fechar mapa tático.	Закройте тактическую карту.	Cerrar mapa táctico
M01O5d	Press the highlighted "X" button	Naciśnij podświetlony przycisk "X".	Drücke die beleuchtete Taste „X“.	Appuyez sur le bouton lumineux « X ».	点击高亮的“X”按钮	Aperte o botão iluminado “X”.	Нажмите выделенную кнопку «X».	Apriete el botón iluminado «X».
M01O6	Set Speed to SLOW	Ustaw prędkość na WOLNĄ.	Stelle die Geschwindigkeit auf LANGSAM ein.	Fixez la vitesse LENTE.	将速度设置为慢	Configure a velocidade para LENTA.	Установите скорость на МЕДЛЕННУЮ.	Configure la velocidad en LENTA.
M01O6d	Open Speed Control by clicking the highlighted button, and click Slow	Otwórz panel kontroli prędkości wciskając podświetlony przycisk i wybierz Wolną.	Öffne das Menü Geschwindigkeitskontrolle indem du die beleuchtete Taste drückst und Langsam wählst.	Ouvrez le panneau de contrôle de la vitesse en appuyant sur le bouton lumineux et sélectionnez Lente.	通过单击高亮的按钮打开速度控制， 然后单击慢	Abra o painel de controlo de velocidade apertando o botão iluminado e selecione “Lenta”.	Откройте панель управления скоростью, нажав на выделенную кнопку, и выберите Медленно.	Abra el panel de control de la velocidad apretando el botón iluminado y seleccione Lenta.
M01O7	Reach your destination	Dopłyń do celu.	Komme ans Ziel.	Atteignez votre destination.	到达目的地	Chegue até o alvo.	Доплывите до цели.	Llegue hasta el destino.
M01O7d	Wait until You reach the destination	Poczekaj aż dopłyniesz do celu.	Warte, bis du das Ziel erreicht hast.	Attendez jusqu’à atteindre la destination.	在你到达目的地前等待	Espere até chegar ao alvo.	Подождите, пока не доплывете до цели.	Espere hasta llegar al destino.
M01O8	Open Orders Menu	Otwórz menu rozkazów.	Befehlsmenü öffnen	Ouvrez le menu des ordres.	打开指令菜单	Abra o menu de ordens.	Откройте меню приказов.	Abrir el menú de órdenes.
M01O8d	Use highlighted button to open the Orders menu	Użyj podświetlonego przycisku aby otworzyć menu rozkazów.	Benutze die beleuchtete Taste um die Befehlsmenü zu öffnen	Utilisez le bouton lumineux pour ouvrir le menu des ordres.	点击高亮的按钮打开“指令”菜单	Utilize o botão iluminado para abrir o menu de ordens.	Используйте выделенную кнопку, чтобы открыть меню приказов.	Utilice el botón iluminado para abrir el menú de órdenes.
M01O9	Use Resupply Order	Użyj rozkazu uzupełnienia zasobów.	Nutze den Befehl Ergänzung der Ressourcen	Utilisez l’ordre de réapprovisionnement des ressources.	打开补给指令	Utilize a ordem de complementar recursos.	Используйте приказ о пополнении ресурсов.	Utilice la orden de reabastecimiento.
M01O9d	Use the highlighted button to issue order	Użyj podświetlonego przycisku by wydać rozkaz.	Benutze die beleuchtete Taste um den Befehl zu erteilen.	Utilisez le bouton lumineux pour donner un ordre.	点击高亮的按钮发出指令	Utilize o botão iluminado para emitir ordem.	Используйте выделенную кнопку, чтобы отдать приказ.	Utilice el botón iluminado para emitir una orden.
M01O10	Wait for Resupply	Poczekaj aż rozpocznie się uzupełnianie zasobów.	Warte bis die Ergänzung der Ressourcen beginnt.	Attendez le lancement du réapprovisionnement des ressources.	等待补给	Espere até iniciar o reabastecimento.	Подождите, пока не начнется пополнение ресурсов.	Espere hasta que comience el reabastecimiento.
M01O10d	Wait for Resupply order to end	Poczekaj aż zasoby zostaną uzupełnione.	Warte bis die Ressourcen ergänzt werden.	Attendez la fine du réapprovisionnement des ressources.	等待补给指令结束	Espere até o reabastecimento terminar.	Подождите, пока ресурсы не пополнятся.	Espere hasta que termine el reabastecimiento.
M01O11	Open Crew Managment	Otwórz okno zarządzania załogą.	Fenster Mannschaftsmanagement öffnen.	Ouvrez la fenêtre de gestion de l’équipage.	打开人员管理	Abra a janela de gestão de tripulação.	Откройте окно управления экипажем.	Abrir ventana de gestión de tripulación.
M01O11d	Open Crew managment by clicking on the highlighted button	Otwórz okno zarządzania załogą wciskając podświetlony przycisk.	Öffne das Fenster Mannschaftsmanagement indem du die beleuchtete Taste drückst.	Ouvrez la fenêtre de gestion de l’équipage en appuyant sur le bouton lumineux.	通过单击高亮的按钮打开人员管理	Abra a janela de gestão de tripulação apertando o botão iluminado.	Откройте окно управления экипажем, нажимая на выделенную кнопку.	Abra la ventana de gestión de tripulación apretando el botón iluminado.
M01O12	Move Crew to Navigation Section	Przenieś załogę do sekcji nawigacji.	Verschiebe die Mannschaft in die Navigationssektion.	Déplacez l’équipage dans la section de navigation.	将人员移至导航区域	Transfira a tripulação à secção de navegação.	Переместите экипаж в секцию навигации.	Mueva la tripulación a la sección de navegación.
M01O12d	Drag and Drop crew from the Idle Section to the slots in Navigation section	Przeciągnij i upuść dwóch dodatkowych załogantów do sekcji nawigacji.	Ziehe und lege ab die zusätzlichen Mannschaftsmitglieder in die Navigationssektion.	Glissez et déposez deux membres de l’équipage supplémentaires pour la section de navigation.	将人员从空闲区域拖放到导航区域的槽位中	Arraste e coloque dois tripulantes adicionais na secção de navegação.	Переместите и поместите двух дополнительных членов экипажа в секцию навигации.	Arrastre y suelte dos tripulantes adicionales en la sección de navegación.
M01O13	Close Crew Management window	Zamknij okno zarządzania załogą.	Fenster Mannschaftsmanagement schließen.	Fermez la fenêtre de gestion de l’équipage	关闭人员管理界面	Fechar a janela de gestão de tripulação.	Закройте окно управления экипажем.	Cerrar ventana de gestión de tripulación.
M01O14	Set Full Speed	Ustaw pełną prędkość.	Stelle volle Geschwindigkeit ein.	Fixer la pleine vitesse.	设置全速	Configure a velocidade plena.	Установите полную скорость.	Configurar la velocidad plena.
M01O14d	Open the speed menu, and set the speed to FULL	Otwórz panel sterowania prędkością i ustaw pełną prędkość.	Öffne das Menü Geschwindigkeitskontrolle und stelle die volle Geschwindigkeit ein.	Ouvrez le panneau de commande de vitesse et fixez la pleine vitesse.	打开速度菜单， 将速度设置为 FULL	Abra o painel de controlo de velocidade e configure a velocidade plena.	Откройте панель управления скоростью и установите полную скорость.	Abra el panel de control de velocidad y configure la velocidad plena.
M01O15	Set Course 	Wyznacz kurs.	Bestimme den Kurs.	Tracez le cap.	设置路线	Determine o trajeto.	Установите курс.	Indique el rumbo.
M01O15d	Open the Tactical Map, and set a course for the shown point	Otwórz mapę taktyczną i wyznacz kurs do wskazanego punktu.	Öffne die taktische Karte und bestimme den Kurs zum angezeigten Punkt.	Ouvrez la carte tactique et tracez le cap jusqu’à la destination.	打开战术地图， 并为显示的点设置路线	Abra o mapa tático e determine o trajeto até o ponto determinado.	Откройте тактическую карту и установите курс на указанный пункт.	Abra el mapa táctico e indique el rumbo hasta el punto indicado.
M01O16	Reach Your destination	Dotrzyj do miejsca docelowego.	Erreiche den Zielort.	Atteignez votre destination.	到达目的地	Chegue até o ponto final.	Доберитесь до места назначения.	Llegue hasta el lugar de destino.
M01O16d	Reach The objective point	Dotrzyj do celu.	Erreiche das Ziel.	Atteignez la destination.	到达目标点	Chegue até o alvo.	Достигните цели.	Llegue hasta el destino.
M01O17	Click on the carrier icon	Kliknij ikonę lotniskowca.	Klicke das Flugzeugträgersymbol.	Cliquez sur l’icône de porte-avions.	点击航母图标	Faça um clique sobre o ícone de porta-aviões.	Нажмите на иконку авианосца.	Haga clic en el icono de portaaviones.
M01O17d	Click on carrier	Kliknij w lotniskowiec.	Klicke auf den Flugzeugträger.	Cliquez sur le porte-avions.	点击航母	Faça um clique sobre o porta-aviões.	Нажмите на авианосец.	Haga clic en el portaaviones.
M01O18	Choose Resupply order	Wybierz rozkaz uzupełnienia zasobów.	Wähle den Befehl Ergänzung der Ressourcen.	Sélectionnez l’ordre de réapprovisionnement des ressources.	选择补货指令	Selecione a ordem de complementar recursos.	Выберите приказ о пополнении ресурсов.	Seleccionar la orden de reabastecimiento.
M01O18d	Choose the Resuply order	Wybierz rozkaz uzupełnienia zasobów.	Wähle den Befehl Ergänzung der Ressourcen.	Sélectionnez l’ordre de réapprovisionnement des ressources.	选择补货指令	Selecione a ordem de complementar recursos.	Выберите приказ о пополнении ресурсов.	Seleccionar la orden de reabastecimiento.
M01O19	Choose Admiral	Wybierz Admirała.	Wähle den Admiral.	Sélectionnez l’Amiral.	选择海军上将	Selecione o Almirante.	Выберите Адмирала.	Seleccionar el Almirante.
M01O19d	Choose Your Admiral to assign him to the order	Wybierz swojego Admirała aby przypisać go do rozkazu.	Wähle deinen Admiral um ihn dem Befehl zuzuschreiben.	Sélectionnez votre propre Amiral pour l’affecter à l’ordre.	选择您的海军上将并将他派到指令中	Selecione o seu Almirante para o adscrever a uma ordem.	Выберите своего Адмирала, чтобы закрепить за ним приказ.	Seleccione su Almirante para asignarlo a la orden.
M02O1	Enter Island View	Wejdź w widok wyspy oficerskiej.	Geh in die Ansicht der Offizierinsel.	Entrez dans la vue de l’île des officiers.	进入作战指挥部视图	Entre na vista de Ilha de Oficiais.	Войдите в режим просмотра офицерского острова.	Entre en la vista de isla de oficiales.
M02O1d	Click on the Island to enter Island View	Kliknij na wyspę aby przejść do widoku wyspy oficerskiej.	Klicke die Insel an, um zur Ansicht der Offizierinsel zu kommen.	Cliquez sur l’île pour passer à la vue de l’île des officiers.	点击作战指挥部	Faça clique na ilha para passar à vista da Ilha de Oficiais.	Нажмите на остров, чтобы перейти в режим просмотра офицерского острова.	Haga clic para entrar en la vista de isla de oficiales.
M02O2	Toggle Switch in Flag Plotting Room	Przestaw przełącznik w pokoju rozpoznania.	Stelle den Schalter im Erkundungsraum um.	Tournez l’interrupteur dans la salle de reconnaissance.	旗标室中的行动选择按钮	Mova o selecionador na sala de reconhecimento.	Измените положение переключателя в помещении разведки.	Ponga el seleccionador en la sala de reconocimiento.
M02O2d	Toggle 2xRecon switch in Flag Plotting Room	Przestaw przełącznik w pokoju rozpoznania na 2xZwiad.	Stelle den Schalter im Erkundungsraum auf 2x Erkundung um.	Mettez l’interrupteur dans la salle de reconnaissance 2x Reconnaissance.	在旗标室中选择 2x 侦查	Mova o selecionador na sala de reconhecimento para 2xRecon.	Измените положение переключателя в помещении разведки на 2xРазведка.	Ponga el seleccionador en la sala de reconocimiento 2xRecon.
M02O3b	Send Admiral to Combat Information Center	Wyślij Admirała do centrum informacji bojowej.	Schicke den Admiral zum Kampfinformationszentrum	Envoyez l'Amiral au centre d’information de combat.	派遣海军上将到作战信息中心	Envie o Almirante para o Centro de Informação de Combate.	Отправьте Адмирала в центр боевой информации.	Envíe al Almirante al centro de información de combate.
M02O3bd	Click on the CIC room to send Your Admiral	Kliknij pokój CIC by wysłać tam Admirała.	Klicke auf den KIZ-Raum, um dort den Admiral zu schicken.	Cliquez la salle CIC pour y envoyer l’Amiral.	点击作战信息中心房间可以引导您的海军上将前往	Faça clique sobre a sala CIC para enviar o Almirante.	Нажмите на помещение ЦБИ, чтобы отправить туда Адмирала.	Haga clic en la sala de CIC para enviar allí al Almirante.
M02O3	Toggle Switch in Combat Information Center	Przestaw przełącznik w centrum informacji bojowej.	Stelle den Schalter im Kampfinformationszentrum um.	Mettez votre interrupteur sur le Centre d’Information de Combats.	作战信息中心的行动选择按钮	Mova o selecionador no Centro de Informação de Combate.	Измените положение переключателя в центре боевой информации.	Ponga el seleccionador en el centro de información de combate.
M02O3d	Toggle 1xIdentify switch in Flag Plotting Room	Przestaw przełącznik na 1x Identyfikację Celów w pokoju rozpoznania.	Stelle den Schalter im Erkundungsraum auf 1x Zielidentifikation um.	Mettez l’interrupteur sur 1x Identification des cibles dans l’intérieur de conversation.	在旗标室中选择 1x 识别敌军	Mova o selecionador para 1x Identificação dos alvos na sala de reconhecimento.	Измените положение переключателя на 1x Идентификация Целей в помещении разведки.	Ponga el seleccionado en 1x Identificación de Objetivos en la sala de reconocimiento.
M02O4	Open Tactical Map	Otwórz mapę taktyczną.	Taktische Karte öffnen.	Ouvrez la carte tactique	打开战术地图	Abrir mapa tático.	Откройте тактическую карту.	Abrir mapa táctico.
M02O4d	Open Tactical Map	Otwórz mapę taktyczną.	Taktische Karte öffnen.	Ouvrez la carte tactique	打开战术地图	Abrir mapa tático.	Откройте тактическую карту.	Abrir mapa táctico.
M02O5	Close Tactical Map	Zamknij mapę taktyczną.	Taktische Karte schließen	Fermez la carte tactique	关闭战术地图	Fechar mapa tático.	Закройте тактическую карту.	Cerrar mapa táctico
M02O5d	Close Tactical Map	Zamknij mapę taktyczną.	Taktische Karte schließen	Fermez la carte tactique	关闭战术地图	Fechar mapa tático.	Закройте тактическую карту.	Cerrar mapa táctico
M02O6	Enter Deck View	Otwórz widok pokładu.	Öffne die Deckansicht.	Ouvrez la vue de bord.	进入甲板视图	Abrir vista de bordo.	Откройте режим просмотра палубы.	Abrir vista de cubierta.
M02O6d	Click on the Deck to enter Deck View	Kliknij na pokład by przejść do widoku pokładu.	Klicke das Deck an, um zur Deckansicht zu kommen.	Cliquez sur le bord pour passer à la vue de bord.	点击甲板进入甲板视图	Faça clique no bordo passar à vista do bordo.	Нажмите на палубу, чтобы перейти в режим просмотра палубы.	Haga clic en la cubierta para pasar a la vista de cubierta.
M02O7	Deploy fighters on the deck	Wystaw myśliwce na pokład.	Stelle die Jagdflugzeuge aufs Deck.	Positionnez les chasseurs sur le bord.	在甲板上部署战斗机	Coloque dois caças no bordo.	Разместите истребители на палубе.	Coloque los cazas en la cubierta.
M02O7d	Deploy 2 fighter squadrons on the deck	Wystaw 2 eskadry myśliwców na pokład.	Stelle 2 Jagdgeschwader aufs Deck.	Positionnez 2 escadrons de chasseurs sur le bord.	在甲板上部署 2 个战斗机中队	Coloque 2 esquadrões de caças no bordo.	Разместите 2 эскадрильи истребителей на палубе.	Coloque 2 escuadras de cazas en la cubierta.
M02O8	Prepare Recon	Przygotuj misję Zwiadu.	Bereite die Aufklärungsmission vor.	Préparez la mission de Reconnaissance.	准备侦察	Prepare uma missão de reconhecimento.	Подготовьте миссию Разведки.	Prepare una misión de Reconocimiento.
M02O8d	Click Prepare on a Recon mission	Kliknij przycisk "Przygotuj misję zwiadu".	Klicke auf die Taste „Bereite die Aufklärungsmission vor“.	Cliquez sur le bouton « Préparer la mission de Reconnaissance ».	单击准备执行侦察任务	Faça clique sobre “Prepare uma missão de reconhecimento".	Нажмите кнопку «Подготовить миссию разведки»	Haga clic en «Prepare una misión de reconocimiento»
M02O9	Close Tactical Map	Zamknij mapę taktyczną.	Taktische Karte schließen	Fermez la carte tactique	关闭战术地图	Fechar mapa tático.	Закройте тактическую карту.	Cerrar mapa táctico
