	en	pl	de	fr	zh	pt	ru	es
PP024.2Desc	Attack strength: $1. Click to view.	Siła ataku: $1. Kliknij, aby powiększyć	Angriffsstärke: $1. Klicke an um zu vergrößern	Force d’attaque : $1. Cliquez pour voir	攻击强度：$1， 点击放大	Força de ataque: $1. Faça clique para aumentar	Сила атаки: $1. Нажмите, чтобы увеличить	Fuerza de ataque: $1. Haga clic para aumentar
PP024.3	Enemy attacking escort ships	Wróg atakuje okręty eskorty	Der Feind greift die Geleitschutz-Schiffe an	L’ennemi attaque les navires de l’escorte	敌人正在攻击护航舰	O inimigo ataca os navios da escolta	Враг атакует эскортные корабли	El enemigo está atacando los buques de la flota
PP024.3Desc	Attack strength: $1. Click to view.	Siła ataku: $1. Kliknij, aby powiększyć	Angriffsstärke: $1. Klicke an um zu vergrößern	Force d’attaque : $1. Cliquez pour voir	攻击强度：$1， 点击放大	Força de ataque: $1. Faça clique para aumentar	Сила атаки: $1. Нажмите, чтобы увеличить	Fuerza de ataque: $1. Haga clic para aumentar
PP024.4	Enemy submarine nearby	Wroga łódź podwodna w pobliżu	Feindliches U-Boot in der Nähe	Un sous-marin ennemi est près	敌方潜艇就在附近	Um submarino inimigo está perto	Вражеская подводная лодка находятся поблизости	Un submarino enemigo está cerca
PP024.4Desc	Click to view.	Kliknij, aby powiększyć	Klicke an um zu vergrößern	Cliquez pour voir	点击放大	Faça clique para aumentar	Нажмите, чтобы увеличить	Haga clic para aumentar
PP026	Navy Points	Punkty Marynarki	Marinestützpunkte	Points de la Marine	海军点	Ponto da marinha	Пункты Военно-Морских Сил	Puntos de marina
PP026Desc	Current total: $1	Obecne punkty Marynarki: $1	Aktuelle Marinestützpunkte: $1	Points actuels de la Marine : $1	当前海军积分：$1	Estado atual de pontos da marinha: $1.	Текущие пункты Военно-Морских Сил $1	Puntos actuales de la marina $1.
PP027	Air Points	Punkty Lotnictwa	Luftstützpunkte	Point de l’Aviation	空军积分	Ponto da aviação	Авиационные Пункты	Puntos de las Fuerzas aéreas
PP027Desc	Current total: $1	Obecne punkty Lotnictwa: $1	Aktuelle Luftstützpunkte: $1	Points actuels de l’Aviation : $1	当前空军积分：$1	Estado atual de pontos da aviação: $1.	Текущие Авиационные пункты $1	Puntos actuales de las Fuerzas aéreas: $1.
PP028	Time speed: 1x	Prędkość czasu: 1x	Zeitkontrolle - 1x	Vitesse de temps - 1x	时间 1x	Controlo de tempo - 1x	Скорость времени: 1x	Velocidad del tiempo: 1x
PP028Desc	Click for normal time speed.	Kliknij, aby ustawić normalną prędkość czasu	Klicke an, um die normale Zeitgeschwindigkeit einzustellen	Cliquez pour fixer la vitesse normale de temps	点击设置正常时间速度	Faça clique para configurar a velocidade normal de tempo	Нажмите, чтобы установить нормальную скорость времени	Haga clic para configurar la velocidad normal del tiempo
PP029	Current order: $1	Obecny rozkaz: $1	Jetziger Befehl: $1	L’ordre actuel : $1	当前指令：$1	Ordem atual: $1.	Текущий приказ: $1	La presente orden ha expirado. $1.
PP029Desc	Click to open/close the Order menu.	Kliknij, aby otworzyć menu rozkazów	Klicke an, um das Befehlsmenü zu öffnen	Cliquez pour ouvrir le menu des ordres	点击打开指令菜单	faça clique para abrir o menu de ordens	Нажмите, чтобы открыть меню приказов	Haga clic para abrir el menú de órdenes
PP031	Maintenance	Konserwacja	Wartung	Maintenance	故障维修	Manutenção	Техническое обслуживание	Mantenimiento
PP031Desc	Use in a malfunctioning segment to repair it quickly.	Użyj na uszkodzonym segmencie, aby szybko go naprawić.	Benutze auf dem beschädigten Segment, um es schnell zu reparieren.	Utilisez sur le segment endommagé pour le vite réparer	点击切换故障修复	Utilize sobre um segmento danificado para o reparar rapidamente.	Используйте на поврежденном участке, чтобы быстро отремонтировать его.	Utilizar en un segmento dañado para repararlo rápidamente.
PP032	Deflooding	Wypompowanie wody	Wasser abpumpen	Pompage d’eau	排水	Bombeamento de água	Откачивание воды	Bombeo de agua
PP032Desc	Use in a flooded segment to pump out water quickly.	Użyj na zalanym segmencie, aby szybko wypompować wodę.	Benutze auf dem überfluteten Segment, um das Wasser schnell abzupumpen.	Utilisez sur un segment inondé pour pomper vite l’eau	单击以切换排水	Utilize sobre um segmento inundado para bombear a água rapidamente.	Используйте на затопленном сегменте, чтобы откачать воду.	Utilice en un segmento inundado para bombear el agua rápidamente.
PP037.1	Missions panel	Panel misji	Menü Missionen	Panneau de mission	任务界面	Painel de missão	Панель миссии	Panel de misión
PP037.1Desc	Click to expand.	Kliknij, aby rozszerzyć	Klicke an, um zu erweitern	Cliquez pour agrandir	点击展开	Faça clique para aumentar	Нажмите, чтобы развернуть	Haga clic para aumentar
PP037.2	Missions panel	Panel misji	Menü Missionen	Panneau de mission	任务界面	Painel de missão	Панель миссии	Panel de misión
PP037.2Desc	Click to collapse.	Kliknij, aby ukryć	Klicke an, um auszublenden	Cliquez pour cacher	点击收起	Faça clique para ocultar	Нажмите, чтобы свернуть	Haga clic para esconder
PP041.1	Air Officer	Oficer Lotnictwa	Luftwaffenoffizier	Officier de l’armée de l’air	空军军官	Oficial aéreo	Офицер Авиации	Oficial de Fuerza Aérea
PP041.2	Navy Officer	Oficer Marynarki	Marineoffizier	Officier de la marine	海军军官	Oficial de marinha	Офицер Военно-морских Сил	Oficial de Marina
PP041.3	Admiral	Admirał	Admiral	Amiral	上将	Almirante	Адмирал	Almirante
PP087.1	Stop	Stop	Stop	Arrêt	停止	Stop	Стоп	Parada
PP087.2	Stop	Stop	Stop	Arrêt	停止	Stop	Стоп	Parada
PP087.2Desc	The carrier has stopped.	Lotniskowiec zatrzymał się.	Flugzeugträger stoppte	Le port-avion s’est arrêté	航母停止航行	O porta-aviões parou.	Авианосец остановился.	El portaaviones ha parado.
PP087.10	Half speed unavailable	Pół-prędkość niedostępna	Halb-Geschwindigkeit nicht verfügbar	Demi vitesse non accessible	半速不可用	Velocidade média não disponível	Полускорость недоступна.	Velocidad media no disponible
PP087.10Desc	Insufficient crew in the Navigation Dept.	Niewystarczająca załoga w Dziale Nawigacji	Ungenügende Mannschaft in der Navigationsabteilung	Trop peu d’équipage dans la Division de Navigation	导航部门人员不足	Tripulação não suficiente no Departamento de Navegação	Недостаточно экипажа в Отделении Навигации	Tripulación insuficiente en el Departamento de Navegación
PP087.11	Full speed	Pełna prędkość	Volle Geschwindigkeit	Vitesse maximale	全速	Velocidade plena	Полная скорость	Velocidad plena
PP087.11Desc	Click to set speed to Full.	Kliknij, aby ustawić prędkość na Całą	Klicke an, um die Geschwindigkeit in Zoll einzustellen.	Cliquez pour fixer la vitesse maximale	点击设置	Faça clique para configurar a velocidade plena	Нажмите, чтобы установить Полную скорость.	Haga clic para poner la velocidad «plena».
PP087.12	Current speed	Obecna prędkość	Aktuelle Geschwindigkeit	Vitesse actuelle	现在的速度	Velocidade atual	Текущая скорость	Velocidad actual
PP087.12Desc	Full	Cała	Volle	Toute	全速	Plena	Полная	Plena
PP087.13	Full speed unavailable	Cała naprzód niedostępna	Volle Kraft voraus nicht verfügbar	En avant toute non accessible	全速不可用	A toda velocidade não disponível	Скорость полный вперед недоступна	La opción «A todo vapor» no está disponible
PP087.13Desc	Insufficient crew in the Navigation Dept.	Za mało załogantów w Dziale Nawigacji	Zu wenig Mannschaftsmitglieder in der Navigationsabteilung	Trop peu d’équipage dans la Division de Navigation	导航部人员不足	Tripulação de menos no Departamento de Navegação	Недостаточно экипажа в Отделении Навигации	Hay pocos tripulantes en el Departamento de Navegación
PP087.1Desc	Click to stop the carrier.	Kliknij, aby zatrzymać lotniskowiec.	Klicke an, um den Flugzeugträger zu stoppen.	Cliquez pour arrêter le porte-avion.	点击停止航母	Faça clique para parar o porta-aviões	Нажмите, чтобы остановить авианосец	Haga clic para para el portaaviones.
PP087.3	Dead Slow speed	B. Wolno	B. Langsam	B. Lentement	死慢速	Muito lento	Очень Медленно	Muy lento
PP087.3Desc	Click to set speed to Dead Slow.	Kliknij, aby ustawić prędkość na B. Wolno	Klicke an, um die Geschwindigkeit auf B. Langsam einzustellen.	Cliquez pour fixer la vitesse très lentement	点击设置	Faça clique para configurar a velocidade para muito lento	Нажмите, чтобы установить скорость на Очень Медленно.	Haga clic para poner la velocidad en «muy lento».
PP087.4	Current speed	Obecna prędkość	Aktuelle Geschwindigkeit	Vitesse actuelle	现在的速度	Velocidade atual	Текущая скорость	Velocidad actual
PP087.4Desc	Dead Slow	B. Wolno	B. Langsam	B. Lentement	死慢	Muito lento	Очень Медленно	Muy lento
PP087.5	Slow speed	Wolno	Langsam	Lentement	速度慢	Lento	Медленно	Lento
PP087.5Desc	Click to set speed to Slow.	Kliknij, aby ustawić prędkość na Wolno	Klicke an, um die Geschwindigkeit auf Langsam einzustellen.	Cliquez pour fixer la vitesse Lente	点击设置	Faça clique para configurar a velocidade para lento	Нажмите, чтобы установить скорость на Медленно.	Haga clic para poner la velocidad en «lento».
PP087.6	Current speed	Obecna prędkość	Aktuelle Geschwindigkeit	Vitesse actuelle	现在的速度	Velocidade atual	Текущая скорость	Velocidad actual
PP087.6Desc	Slow	Wolno	Langsam	Lentement	慢	Lento	Медленно	Lento
PP087.7	Slow speed unavailable	Wolna prędkość niedostępna	Langsame Geschwindigkeit nicht verfügbar	Vitesse lente non accessible	慢速不可用	Velocidade lenta não disponível	Низкая скорость недоступна.	Velocidad lenta no disponible
PP087.7Desc	Insufficient crew in the Navigation Dept.	Nie dość załogantów w Dziale Nawigacji	Zu wenig Mannschaftsmitglieder in der Navigationsabteilung	Trop peu d’équipage dans la Division de Navigation	导航部人员不足	Tripulação de menos no Departamento de Navegação	Недостаточно экипажа в Отделении Навигации	No hay tripulantes suficientes en el Departamento de Navegación
PP087.8	Half speed	Pół	Halb	Demi	半速	Metade	Половина	Media
PP087.8Desc	Click to set speed to Half.	Kliknij, aby ustawić prędkość na Pół	Klicke an, um die Geschwindigkeit auf Halb einzustellen.	Cliquez pour fixer la demi vitesse	点击设置	Faça clique para configurar a velocidade para metade	Нажмите, чтобы установить скорость на Половину	Haga clic para poner la velocidad en «media».
PP087.9	Current speed	Obecna prędkość	Aktuelle Geschwindigkeit	Vitesse actuelle	现在的速度	Velocidade atual	Текущая скорость	Velocidad actual
PP087.9Desc	Half	Pół	Halb	Demi	一半	Metade	Половина	Media
PP089	Time speed: 2x	Prędkość czasu: 2x	Zeitkontrolle 2x	Vitesse de temps 2x	时间 2x	Controlo de tempo 2x	Скорость времени: 2x	Velocidad del tiempo: 2x
PP089Desc	Click for a faster time speed.	Kliknij, aby zwiększyć prędkość czasu	Klicke an, um die Zeitgeschwindigkeit zu erhöhen	Cliquez pour augmenter la vitesse de temps	点击设置快速时间速度	Faça clique para aumentar a velocidade de tempo	Нажмите, чтобы увеличить скорость времени	Haga clic para aumentar la velocidad del tiempo
PP090	Time speed: 8x	Prędkość czasu: 8x	Zeitkontrolle 8x	Vitesse de temps 8x	时间 8x	Controlo de tempo 8x	Скорость времени: 8x	Velocidad del tiempo: 8x
PP090Desc	Click for the fastest time speed.	Kliknij, aby ustawić bardzo dużą prędkość czasu	Klicke an, um die sehr große Zeitgeschwindigkeit einzustellen	Cliquez pour fixer la vitesse de temps très élevée	点击设置非常快的时间速度	Faça clique para configurar a velocidade muito elevada de tempo	Нажмите, чтобы установить очень высокую скорость времени	Haga clic para configurar la velocidad del tiempo muy alta
PP094	Neutral Base	Baza Neutralna	Neutraler Stützpunkt	Base Neutrale	中立基地	Base neutral	Нейтральная База	Base neutral
PP097	Neutral Ship	Statek Neutralny	Neutrales Schiff	Navire Neutral	中立船只	Navio neutral	Нейтральный Корабль	Buque neutral
PP100	Attack	Atak	Angriff	Attaque	攻击	Ataque	Атака	Ataque
PP101	Defense	Obrona	Verteidigung	Défense	防御	Defesa	Оборона	Defensa
PP102	Squadron Cost	Koszt w Eskadrach	Kosten in Staffeln	Coûts concernant les Escadres	飞行中队成本	Custo em esquadras	Стоимость в Эскадрильях	Coste en escuadras
PP102Desc	The number of squadrons needed for this strategy.	Ilość eskadr potrzebnych do realizacji strategii. 	Die Anzahl der Staffeln, die für diese Strategie benötigt werden.	Le nombre d'escadrons nécessaires à cette stratégie.	此策略所需的中队数量。	O número de esquadrões necessários para esta estratégia.	Количество эскадрилий, необходимых для реализации стратегии. 	Cantidad de escuadras necesarias para la realización de la estrategia. 
PP103	Maneuver Type	Typ Manewru	Manövertyp	Type de manœuvre	操作类型	Tipo de manobra	Тип Маневра	Tipo de maniobra
PP106	Dive Bomber cost	Koszt w Bombowcach	Kosten in Bombern	Coûts concernant les Bombardiers	俯冲轰炸机费用	Custo em bombardeiros	Стоимость в Бомбардировщиках	Coste en Bombarderos
PP107	Maneuver Slot	Slot na Manewr	Slot pro Manöver	Slot pour manœuvre	操作槽位	Slot para manobra	Слот для Маневра	Espacio para maniobra
PP107Desc	Drag & drop a card to add a maneuver.	Przeciągnij tu kartę manewru, aby dodać.	Ziehe die Manöverkarte hier, um hinzuzufügen.	Glissez cette carte de manœuvre pour ajouter.	拖放一个操作卡以添加。	Arraste aqui o cartão de manobra para adicionar.	Перетяните сюда карту маневра, чтобы добавить	Arrastre aquí la tarjeta de maniobra para añadir.
PP108	Your Attack	Twój Atak	Dein Angriff	Votre Attaque	你的攻击	O seu ataque	Ваша Атака	Su ataque
PP110	Enemies’ Attack	Atak Wroga	Angriff der Feinde	Attaque des ennemis	敌人的攻击	Ataque dos inimigos	Атака Врага	Ataque del enemigo
PP110Desc	The estimated total of the enemy targets’ combined Attack values.	Szacowana suma Ataku wszystkich przeciwników.	Die geschätzte Summe der kombinierten Angriffswerte der feindlichen Ziele.	Le total estimé des valeurs d'attaque combinées des cibles ennemies.	敌方目标的综合攻击值的估计总和。	O total estimado dos valores de Ataque combinados dos alvos inimigos.	Предполагаемая сумма Атаки всех противников.	Suma estimada del Ataque de todos los enemigos.
PP111	Enemies’ Defense	Obrona Przeciwnika	Verteidigung der Feinde	Défense des ennemis	敌人的防御	Defesa dos inimigos	Оборона Противника	Defensa del Enemigo
PP111Desc	The estimated total of the enemy targets’ combined Defense values.	Szacowana Suma Obrony wszystkich przeciwników.	Die geschätzte Summe der kombinierten Verteidigungswerte der feindlichen Ziele.	Le total estimé des valeurs de défense combinées des cibles ennemies.	敌方目标的综合防御值的估计总和。	O total estimado dos valores combinados de Defesa dos alvos inimigos.	Предполагаемая сумма Обороны всех противников.	Suma estimada de la Defensa de todos los enemigos.
PP112	Target’s Attack	Atak Wroga	Angriff des Ziels	Attaque de la cible	目标的攻击	Ataque do alvo	Атака Врага	Ataque del enemigo
PP112Desc	The enemy target’s estimated Attack value.	Szacowany Atak Jednostki	Der geschätzte Angriffswert des feindlichen Ziels.	La valeur d'attaque estimée de la cible ennemie.	敌方目标的估计攻击值。	Valor estimado de Ataque do alvo inimigo.	Предполагаемое Наступление Подразделения	Ataque estimado de la Unidad
PP113	Target’s Defense	Obrona Przeciwnika	Verteidigung des Ziels	Défense de la cible	目标的防御	Defesa do alvo	Оборона Противника	Defensa del Enemigo
PP113Desc	The enemy target’s estimated Defense value.	Szacowana Obrona Jednostki	Der geschätzte Verteidigungswert des feindlichen Ziels.	Valeur de défense estimée de la cible ennemie.	敌方目标的估计防御值。	Valor estimado de Defesa do alvo inimigo.	Предполагаемая Оборона подразделения	Defensa estimada de la Unidad
PP115	Offensive Maneuvers	Manewry Ofensywne	Offensivmanöver	Manœuvres offensives	进攻操作	Manobras ofensivas	Наступательные Маневры	Maniobras ofensivas
PP116	Defensive Maneuvers	Manewry Defensywne	Defensivmanöver	Manœuvres défensives	防御操作	Manobras defensivas	Оборонительные Маневры	Maniobras defensivas
PP117	Supportive Maneuvers	Manewry Pomocnicze	Unterstützungsmanöver	Manœuvres Auxiliaires	支援操作	Manobras auxiliares	Вспомогательные Маневры	Maniobras auxiliares
PP129.2	Damage Control Department	Dział Naprawczy	Reparaturabteilung	Service de Réparation	维修部门	Departamento de reparação	Ремонтное Отделение	Departamento de reparación
PP129.2Desc	Each assigned unit provides an extra Damage Control team. Higher efficiency makes DC teams carry out their duties more quickly.	Każda przydzielona jednostka załogi zapewnia dodatkowy zespół Brygad Naprawczych. Większa wydajność sprawia, że zespoły BN szybciej wykonują swoje zadania.	Jede zugeteilte Mannschaftseinheit sichert ein zusätzliches Reparaturbrigaden-Team. Die höhere Effektivität bewirkt, dass die RB-Teams ihre Aufgaben schneller erledigen.	Toute unité de l’équipage affectée fournit une équipe supplémentaire de Brigades de Réparation. Une efficacité plus grande permet aux équipes BR de réaliser plus vite leurs tâches.	每个人员提供一个额外的维修小队。 提高效率， 使维修小队能够更快地修复和扑灭火焰。	Cada unidade de tripulação adscrita oferece um grupo adicional de Brigadas de Reparação Um rendimento maior faz com que as ER realizem com maior rapidez as suas tarefas.	Каждое назначенное подразделение экипажа обеспечивает дополнительную команду Ремонтных Бригад. Повышенная производительность позволяет Ремонтным Бригадам быстрее выполнять свои задания.	Cada unidad de tripulación garantiza un equipo adicional de Equipos de Reparación. La mayor eficiencia hace con que los ER realicen sus trabajos de manera más rápida.
PP129.3	Air Department	Dział Lotniczy	Luftabteilung	Division de l’Aviation	航空部	Departamento aéreo	Авиационное Отделение	Departamento de Aviación
PP129.3Desc	Each assigned unit provides an extra slot for squadrons on the flight deck. Higher efficiency increases the time that returning aircraft can wait for recovery.	Każda przydzielona jednostka załogi zapewnia dodatkowe miejsce dla eskadry na pokładzie. Wyższa wydajność wydłuża czas oczekiwania samolotów na odbiór z misji. 	Jede zugeteilte Mannschaftseinheit sichert zusätzlichen Platz für die Staffel am Deck. Die höhere Effektivität verlängert die Wartezeit der Flugzeuge auf die Übernahme von der Mission.	Toute unité de l’équipage affectée assure un endroit supplémentaire pour l’escadre sur le bord. Une efficacité plus élevée rallonge la durée d’attente des avions pour la récupération de la mission.	每个机组人员在飞行甲板上为飞机提供一个额外的槽位， 提高效率以增加飞机的着陆时间。	Cada unidade adscrita oferece um lugar adicional para a esquadra no bordo. O maior rendimento prolonga o tempo de espera para os aviões para a receção depois da missão.	Каждое назначенное подразделение экипажа обеспечивает дополнительное место для эскадрильи на палубе. Повышенная производительность увеличивает время ожидания самолетов на посадку после миссии. 	Cada unidad de tripulación garantiza un lugar adicional para la escurada en la cubierta. La mayor eficiencia aumenta el tiempo de espera por la recepción de los aviones que vuelven de misión. 
PP129.5	Engineering Department	Dział Inżynierii	Ingenieurabteilung	Division d’Ingénierie	工程部	Departamento de engenharia	Инженерный отдел	Departamento de Ingeniería
PP129.5Desc	Each assigned unit here protects one slot in another department, keeping them active even when their sections are damaged. Higher efficiency reduces squadrons’ repair times.	Każda przydzielona jednostka załogi chroni jeden slot w innym dziale, utrzymując ich aktywność nawet wtedy, gdy ich sekcje są uszkodzone. Wyższa wydajność skraca czas naprawy eskadr.	Jede zugeteilte Mannschaftseinheit schützt einen Slot in einer anderen Abteilung und hält ihre Aktivität auch dann, wenn ihre Sektionen beschädigt sind. Die höhere Effektivität verkürzt die Reparaturzeit der Staffeln.	Toute unité de l’équipage affectée défend un slot dans un autre division en maintenant leur activité même quand leurs sections sont endommagées. Une efficacité plus élevée réduit la durée de réparation des escadres.	每个人员保护船上的一个部门槽位， 即使他们的区域被损坏。 提高效率以更快地修复飞行中队。	Cada unidade de tripulação adscrita protege um slot em outro departamento mantendo a sua eficiência até quando as suas secções estiverem danificadas. O maior rendimento abrevia o tempo de reparação das esquadras.	Каждое назначенное подразделение экипажа защищает один слот в другом отделении, сохраняя их активность, даже если их секции повреждены. Более высокая производительность сокращает время ремонта эскадрилий.	Cada unidad de tripulación añadida protege un espacio en otro departamento manteniendo su actividad aun cuando sus secciones está dañadas. La eficiencia más alta acorta el tiempo necesario para la reparación de las escuadras.
PP129.6	Navigation Department	Dział Nawigacji	Navigationsabteilung	Division de Navigation	导航部门	Departamento de Navegação	Навигационное Отделение	Departamento de Navegación
PP129.6Desc	Each assigned unit unlocks one extra level on the carrier’s Speed dial. Higher efficiency increases the frequency of Tactical Map updates.	Każda przydzielona jednostka załogi odblokowuje jeden dodatkowy poziom na tarczy szybkości lotniskowca. Wyższa wydajność zwiększa częstotliwość aktualizacji Mapy Taktycznej.	Jede zugeteilte Mannschaftseinheit entsperrt ein zusätzliches Level auf der Anzeige der Geschwindigkeit des Flugzeugträgers. Die höhere Effektivität erhöht die Häufigkeit der Aktualisierung der Taktischen Karte	Toute unité de l’équipage affectée débloque un niveau supplémentaire sur le cadran de vitesse du porte-avion. Une efficacité plus élevée augmente la fréquence de la mise à jour de la Carte Tactique.	每个人员解锁一个额外的航母速度等级， 提高效率以更频繁地更新战术地图。	Cada unidade de tripulação adscrita desbloqueia um nível adicional no ecrã de velocidade do porta-aviões. O maior rendimento aumenta a frequência da atualização do mapa táctico.	Каждая назначенная единица экипажа разблокирует один дополнительный уровень на шкале скорости авианосца. Более высокая производительность увеличивает частоту обновлений Тактической Карты.	Cada unidad de tripulación añadida desbloquea un nivel adicional en la pantalla de velocidad del portaaviones. El rendimiento más alto aumenta la frecuencia de actualización del Mapa táctico.
PP129.7	Medical Department	Dział Medyczny	Medizinische Abteilung	Division Médicale	医疗部	Departamento médico	Медицинское Отделение	Departamento Médico
PP129.7Desc	Each assigned unit provides one sick bay slot. Higher efficiency increases the time before an injured crew unit becomes critically injured.	Każda przydzielona jednostka załogi zapewnia jedno miejsce w Dziale Medycznym. Wyższa wydajność wydłuża czas, w którym ranny członek załogi może odnieść krytyczne obrażenia.	Jede zugeteilte Mannschaftseinheit sichert einen zusätzlichen Platz in der Medizinischen Abteilung. Die höhere Effektivität verlängert die Zeit, in welcher der krankte Mannschaftsmitglied kritische Verletzungen erleiden kann.	Toute unité de l’équipage affectée assure une place dans la Division Médicale. Une efficacité plus élevée rallonge le temps où un membre de l’équipage blessé peut subir des blessures graves.	为每个人员提供一个医务室槽位， 以提高治疗效率， 这会延长受伤人员需要被拯救的时间。	Cada unidade de tripulação adscrita oferece um lugar no Departamento médico. O maior rendimento prolonga o tempo em que um tripulante lesionado pode levar lesões graves.	Каждое назначенное подразделение экипажа обеспечивает одно место в Медицинском Отделении. Более высокая производительность увеличивает время, в течение которого раненый член экипажа может получить критические повреждения.	Cada unidad de tripulación añadida garantiza un lugar en el Departamento Médico. El rendimiento más alto alarga el tiempo, en el que un tripulante lesionado puede sufrir lesiones críticas.
PP129.8	Anti-Aircraft Department	Dział Obrony Przeciwlotniczej	Luftabwehrabteilung	Division de Défense Anti-aérienne	防空部	Departamento de Defesa Aérea	Отделение Противовоздушной Обороны	Departamento de Defensa Antiaérea
PP129.8Desc	Each assigned unit increases both the carrier’s and escort’s Defense values. Higher efficiency reduces each slot’s post-attack cooldown period in this department.	Każda przydzielona jednostka załogi zwiększa wartość obrony zarówno transportowca, jak i eskorty. Wyższa skuteczność zmniejsza czas odnowienia każdego slotu po ataku w tym dziale.	Jede zugeteilte Mannschaftseinheit erhöht den Wert der Verteidigung sowohl des Transporters als auch des Geleitschutzes. Die höhere Effektivität reduziert die Zeit der Erneuerung jedes Slots nach dem Angriff in dieser Abteilung.	Toute unité de l’équipage affectée augmente la valeur de la défense tant du transporteur que de l’escorte. Une efficacité plus élevée réduit le temps ddivision.e renouvellement de tout slot après une attaque au sein de cette	每个人员会增加防御力和护航时的防御力， 提高效率以减少槽位冷却时间。	Cada unidade de tripulação adscrita aumenta o valor da defesa do transportador e da escolta. O maior rendimento diminui o tempo de renovação de cada slot depois do ataque neste departamento.	Каждое назначенное подразделение экипажа повышает показатель обороны как войскового транспорта, так и эскорта. Более высокая производительность снижает время обновления каждого слота после атаки в этом отделении.	Cada unidad de tripulación añadida aumenta el valor de la defensa tanto del transportador, como de la escolta. El rendimiento más alto disminuye el tiempo de renovación de cada espacio después del ataque en este departamento.
PP131	Empty Slot	Wolne Miejsce	Freier Platz	Slot libre	空槽位	Lugar livre	Свободное Место	Espacio libre
PP131Desc	Drag and drop a unit to assign it here.	Przeciągnij jednostkę, aby przydzielić	Ziehe die Einheit rüber, um sie zuzuteilen	Glissez l’unité pour affecter	拖放人员以分配到队伍中	Arrastre uma unidade para adscrever	Перетащите единицу, чтобы назначить	Arrastre la unidad para añadirla
PP133.1	Healthy Crew Unit	Zdrowa jednostka załogi	Gesunde Mannschaftseinheit	Unité de l’équipage saine	健康人员	Perdeu-se uma unidade de tripulação	Здоровая единица экипажа	Unidad de tripulación sana
PP133.2	Critically Injured Unit	Krytycznie ranna jednostka załogi	Kritisch verletzte Mannschaftseinheit	Unité de l’équipage gravement blessée	受伤人员	Unidade de tripulação criticamente lesionada	Тяжело раненая единица экипажа	Unidad de tripulación críticamente herida
PP133.2Desc	If not healed in the sick bay, this unit will die in $1.	Bez pomocy medycznej, umrze w ciągu $1.	Ohne medizinische Hilfe wird innerhalb von $1 sterben.	Sans aide médicale, elle va mourir au cours de $1.	如果不治愈， 这个人员将在 $1内死亡。	Sem a ajuda médica vai morrer daqui a $1.	Без медицинской помощи умрет в течение $1.	Sin ayuda médica morirá dentro de $1.
PP133.3	Dead Crew Unit	Martwa jednostka załogantów	Tote Mannschaftseinheit	Unité de l’équipage morte	牺牲的人员	Unidade de tripulação morta	Погибшая единица экипажа	Unidad de tripulación muerta
PP133.4	Injured Crew Unit	Ranna jednostka załogi	Verletzte Mannschaftseinheit	Unité de l’équipage blessée	受重伤的人员	Unidade de tripulação lesionada	Раненая единица экипажа	Unidad de tripulación herida
PP133.4Desc	If not given first aid, this unit will be critically injured in $1.	Ta jednostka załogantów zostanie krytycznie ranna za $1, jeśli nie otrzyma pomocy.	Diese Mannschaftseinheit wird in $1 kritisch verletzt, wenn sie keine Hilfe bekommt.	Cette unité de l’équipage sera gravement blessée dans $1 sans aide médicale.	如果不获救， 这个人员将受到 $1的伤害。	Esta unidade de tripulação ficará criticamente lesionada daqui a $1 se não receber ajuda.	Эта единица экипажа будет критически ранена через $1, если ей не будет оказана помощь.	Esta unidad de tripulación quedará críticamente herida dentro de $1 si no recibe ayuda.
PP134.1	Crew Specialty	Specjalizacja	Spezialisierung:	Spécialisation :	人员特长	Especialização:	Специализация	Especialización
PP134.1Desc	Anti-Aircraft: Grants additional $1% efficiency when assigned to the Anti-Aircraft Department.	Przeciwlotniczy: Zapewnia dodatkowe 1% wydajności po przydzieleniu do Działu Obrony Przeciwlotniczej.	Flugabwehr: Sichert zusätzliche $1% der Effektivität nach der Zuteilung zur Flugabwehrabteilung.	Anti-aérien : Assure $1 % de l’efficacité supplémentaire lors de l’affectation à la Division de Défense Anti-aérienne.	操作：分配给操作部门后效率提高了 $1%。	Antiaéreo: Oferece $1% adicional do rendimento depois de incorporar ao Departamento antiaéreo.	Противовоздушный: Предоставляет дополнительные 1% производительности при назначении в Противовоздушное Отделение.	Antiaéreo: Garantiza el $1 % adicional de eficiencia después de asignarse al Departamento de defensa antiaérea.
PP134.2Desc	Damage Control: Grants additional $1% efficiency when assigned to the Damage Control Department.	Dział Naprawczy: Zapewnia dodatkowe $1% wydajności po przydzieleniu do Działu Naprawczego.	Reparaturabteilung: Sichert zusätzliche $1% der Effektivität nach der Zuteilung zur Reparaturabteilung.	Service de Réparation : Assure $1 % de l’efficacité supplémentaire lors de l’affectation à la Division de Réparation.	甲板：分配给维修部门后效率提高了 $1%。	Departamento de reparação: Oferece $1% adicional do rendimento depois de incorporar ao Departamento médico.	Ремонтное Отделение: Предоставляет дополнительные $1% производительности при назначении в Медицинское Отделение.	Departamento de reparación: Garantiza el $1 % adicional de eficiencia después de asignarse al Departamento de reparación.
